Tanggal,Pintu Masuk,Jumlah Kunjungan
2024-03-01,Sultan Syarif Kasim II,2081.0
2024-03-01,Minangkabau,2976.0
2024-03-01,Sultan Iskandar Muda,1582.0
2024-03-01,Ahmad Yani,0.0
2024-03-01,Supadio,0.0
2024-03-01,Hasanuddin,579.0
2024-03-01,Ngurah Rai,463804.0
2024-03-01,Pintu Udara Lainnya,1376.0
2024-03-01,Sultan Badaruddin II,2.0
2024-03-01,Juanda,18543.0
2024-03-01,C. Pintu Darat,107409.0
2024-03-01,Tanjung Uban,20741.0
2024-03-01,Tanjung Pinang,4868.0
2024-03-01,Tanjung Balai Karimun,5039.0
2024-03-01,Tanjung Benoa,5423.0
2024-03-01,Tanjung Mas,0.0
2024-03-01,Pintu Laut Lainnya,111751.0
2024-03-01,Jayapura,6515.0
2024-03-01,Nanga Badau,965.0
2024-03-01,B. Pintu Laut,252013.0
2024-03-01,Aruk,2400.0
2024-03-01,Batam,104191.0
2024-03-01,Pintu Darat Lainnya,86031.0
2024-03-01,Jumlah (A+B+C),1041861.0
2024-03-01,Lainnya,
2024-03-01,Total,1041861.0
2024-03-01,Atambua,8958.0
2024-03-01,Entikong,2540.0
2024-04-01,A. Pintu Udara,750085.0
2024-04-01,Ngurah Rai,502870.0
2024-04-01,Soekarno-Hatta,157409.0
2024-04-01,Juanda,29043.0
2024-04-01,Kualanamu,25178.0
2024-04-01,Husein Sastranegara,0.0
2024-04-01,Adi Sucipto,8790.0
2024-04-01,Sultan Syarif Kasim II,3996.0
2024-04-01,Sam Ratulangi,3451.0
2024-04-01,Minangkabau,7166.0
2024-04-01,Sultan Iskandar Muda,2533.0
2024-04-01,Ahmad Yani,0.0
2024-04-01,Supadio,0.0
2024-04-01,Hasanuddin,1402.0
2024-04-01,Sultan Badaruddin II,0.0
2024-04-01,Pintu Udara Lainnya,1711.0
2024-04-01,Bandara Int. Lombok,6536.0
2024-04-01,B. Pintu Laut,211716.0
2024-04-01,Jayapura,7129.0
2024-04-01,Total,1066958.0
2024-04-01,Tanjung Uban,14202.0
2024-04-01,Tanjung Pinang,2614.0
2024-04-01,Tanjung Balai Karimun,6899.0
2024-04-01,Tanjung Benoa,324.0
2024-04-01,Pintu Laut Lainnya,109003.0
2024-04-01,C. Pintu Darat,105157.0
2024-04-01,Tanjung Mas,0.0
2024-04-01,Atambua,9209.0
2024-04-01,Entikong,4042.0
2024-04-01,Nanga Badau,486.0
2024-04-01,Pintu Darat Lainnya,80770.0
2024-04-01,Jumlah (A+B+C),1066958.0
2024-04-01,Lainnya,
2024-04-01,Batam,78674.0
2024-04-01,Aruk,3521.0
2024-05-01,Husein Sastranegara,0.0
2024-05-01,Pintu Udara Lainnya,2396.0
2024-05-01,A. Pintu Udara,835722.0
2024-05-01,Ngurah Rai,544492.0
2024-05-01,Soekarno-Hatta,201574.0
2024-05-01,Juanda,31222.0
2024-05-01,Adi Sucipto,11323.0
2024-05-01,Bandara Int. Lombok,7742.0
2024-05-01,Sam Ratulangi,3427.0
2024-05-01,Minangkabau,7107.0
2024-05-01,Sultan Syarif Kasim II,2849.0
2024-05-01,Sultan Iskandar Muda,2050.0
2024-05-01,Ahmad Yani,0.0
2024-05-01,Supadio,0.0
2024-05-01,Hasanuddin,1066.0
2024-05-01,Kualanamu,20469.0
2024-05-01,Sultan Badaruddin II,5.0
2024-05-01,B. Pintu Laut,212718.0
2024-05-01,Jayapura,7305.0
2024-05-01,Tanjung Uban,14974.0
2024-05-01,Tanjung Pinang,3904.0
2024-05-01,Tanjung Balai Karimun,5292.0
2024-05-01,Tanjung Benoa,109.0
2024-05-01,Tanjung Mas,0.0
2024-05-01,Pintu Laut Lainnya,89035.0
2024-05-01,C. Pintu Darat,97059.0
2024-05-01,Total,1145499.0
2024-05-01,Atambua,9670.0
2024-05-01,Entikong,3737.0
2024-05-01,Nanga Badau,833.0
2024-05-01,Pintu Darat Lainnya,73289.0
2024-05-01,Jumlah (A+B+C),1145499.0
2024-05-01,Lainnya,
2024-05-01,Batam,99404.0
2024-05-01,Aruk,2225.0
2024-06-01,Ngurah Rai,520792.0
2024-06-01,Juanda,25015.0
2024-06-01,Kualanamu,16949.0
2024-06-01,Husein Sastranegara,0.0
2024-06-01,Adi Sucipto,8134.0
2024-06-01,Pintu Udara Lainnya,2092.0
2024-06-01,Sultan Iskandar Muda,2080.0
2024-06-01,Minangkabau,4561.0
2024-06-01,Sultan Syarif Kasim II,4637.0
2024-06-01,A. Pintu Udara,821654.0
2024-06-01,Ahmad Yani,0.0
2024-06-01,Supadio,0.0
2024-06-01,Hasanuddin,1092.0
2024-06-01,Bandara Int. Lombok,6893.0
2024-06-01,Sam Ratulangi,3424.0
2024-06-01,Sultan Badaruddin II,0.0
2024-06-01,Soekarno-Hatta,225985.0
2024-06-01,Total,1197941.0
2024-06-01,B. Pintu Laut,261165.0
2024-06-01,Pintu Laut Lainnya,94945.0
2024-06-01,Tanjung Uban,22829.0
2024-06-01,Tanjung Pinang,6135.0
2024-06-01,Tanjung Balai Karimun,6436.0
2024-06-01,Tanjung Mas,0.0
2024-06-01,C. Pintu Darat,115122.0
2024-06-01,Batam,130714.0
2024-06-01,Tanjung Benoa,106.0
2024-06-01,Entikong,2819.0
2024-06-01,Aruk,2878.0
2024-06-01,Nanga Badau,1028.0
2024-06-01,Pintu Darat Lainnya,88679.0
2024-06-01,Jumlah (A+B+C),1197941.0
2024-06-01,Lainnya,
2024-06-01,Jayapura,8577.0
2024-06-01,Atambua,11141.0
2024-07-01,Husein Sastranegara,22.0
2024-07-01,A. Pintu Udara,994583.0
2024-07-01,Ngurah Rai,625569.0
2024-07-01,Soekarno-Hatta,271680.0
2024-07-01,Juanda,34446.0
2024-07-01,Kualanamu,22693.0
2024-07-01,Adi Sucipto,11120.0
2024-07-01,Sultan Badaruddin II,15.0
2024-07-01,Sam Ratulangi,4743.0
2024-07-01,Minangkabau,5936.0
2024-07-01,Sultan Syarif Kasim II,2516.0
2024-07-01,Sultan Iskandar Muda,2489.0
2024-07-01,Ahmad Yani,0.0
2024-07-01,Supadio,0.0
2024-07-01,Hasanuddin,1532.0
2024-07-01,Pintu Udara Lainnya,3170.0
2024-07-01,Bandara Int. Lombok,8652.0
2024-07-01,Total,1310756.0
2024-07-01,Jayapura,8544.0
2024-07-01,Tanjung Uban,16210.0
2024-07-01,Tanjung Pinang,3573.0
2024-07-01,Tanjung Balai Karimun,5476.0
2024-07-01,Tanjung Benoa,95.0
2024-07-01,Tanjung Mas,0.0
2024-07-01,Pintu Laut Lainnya,86784.0
2024-07-01,C. Pintu Darat,103740.0
2024-07-01,B. Pintu Laut,212433.0
2024-07-01,Atambua,11847.0
2024-07-01,Entikong,3204.0
2024-07-01,Nanga Badau,940.0
2024-07-01,Pintu Darat Lainnya,76279.0
2024-07-01,Jumlah (A+B+C),1310756.0
2024-07-01,Lainnya,
2024-07-01,Batam,100295.0
2024-07-01,Aruk,2926.0
2024-08-01,Pintu Udara Lainnya,2842.0
2024-08-01,A. Pintu Udara,987547.0
2024-08-01,Ngurah Rai,613540.0
2024-08-01,Soekarno-Hatta,272849.0
2024-08-01,Juanda,38587.0
2024-08-01,Husein Sastranegara,0.0
2024-08-01,Adi Sucipto,10136.0
2024-08-01,Sultan Syarif Kasim II,3940.0
2024-08-01,Sam Ratulangi,4436.0
2024-08-01,Minangkabau,6685.0
2024-08-01,Sultan Iskandar Muda,3042.0
2024-08-01,Ahmad Yani,0.0
2024-08-01,Supadio,0.0
2024-08-01,Hasanuddin,1427.0
2024-08-01,Sultan Badaruddin II,11.0
2024-08-01,Kualanamu,21930.0
2024-08-01,Bandara Int. Lombok,8122.0
2024-08-01,B. Pintu Laut,248758.0
2024-08-01,Jayapura,9481.0
2024-08-01,Total,1339946.0
2024-08-01,Tanjung Uban,20655.0
2024-08-01,Tanjung Pinang,5948.0
2024-08-01,Tanjung Balai Karimun,6555.0
2024-08-01,Tanjung Benoa,3100.0
2024-08-01,Pintu Laut Lainnya,92950.0
2024-08-01,C. Pintu Darat,103641.0
2024-08-01,Tanjung Mas,0.0
2024-08-01,Atambua,10029.0
2024-08-01,Entikong,3191.0
2024-08-01,Nanga Badau,892.0
2024-08-01,Pintu Darat Lainnya,77229.0
2024-08-01,Jumlah (A+B+C),1339946.0
2024-08-01,Lainnya,
2024-08-01,Batam,119550.0
2024-08-01,Aruk,2819.0
2024-09-01,Husein Sastranegara,0.0
2024-09-01,A. Pintu Udara,941903.0
2024-09-01,Ngurah Rai,591848.0
2024-09-01,Soekarno-Hatta,250852.0
2024-09-01,Juanda,31700.0
2024-09-01,Kualanamu,24956.0
2024-09-01,Adi Sucipto,9621.0
2024-09-01,Sultan Badaruddin II,0.0
2024-09-01,Sam Ratulangi,4791.0
2024-09-01,Minangkabau,8232.0
2024-09-01,Sultan Syarif Kasim II,3320.0
2024-09-01,Sultan Iskandar Muda,3909.0
2024-09-01,Ahmad Yani,0.0
2024-09-01,Supadio,5.0
2024-09-01,Hasanuddin,1326.0
2024-09-01,Bandara Int. Lombok,7461.0
2024-09-01,Jayapura,11649.0
2024-09-01,Pintu Udara Lainnya,3882.0
2024-09-01,Total,1279258.0
2024-09-01,Pintu Laut Lainnya,87235.0
2024-09-01,Tanjung Uban,16058.0
2024-09-01,Tanjung Pinang,4898.0
2024-09-01,Tanjung Balai Karimun,6814.0
2024-09-01,Tanjung Benoa,2061.0
2024-09-01,Tanjung Mas,0.0
2024-09-01,C. Pintu Darat,105607.0
2024-09-01,B. Pintu Laut,231748.0
2024-09-01,Atambua,8384.0
2024-09-01,Entikong,4256.0
2024-09-01,Aruk,3680.0
2024-09-01,Nanga Badau,1116.0
2024-09-01,Pintu Darat Lainnya,76522.0
2024-09-01,Jumlah (A+B+C),1279258.0
2024-09-01,Lainnya,
2024-09-01,Batam,114682.0
2024-10-01,Soekarno-Hatta,218170.0
2024-10-01,Juanda,28182.0
2024-10-01,Kualanamu,20129.0
2024-10-01,Husein Sastranegara,0.0
2024-10-01,Adi Sucipto,7828.0
2024-10-01,Bandara Int. Lombok,7169.0
2024-10-01,A. Pintu Udara,859747.0
2024-10-01,Ahmad Yani,0.0
2024-10-01,Sultan Syarif Kasim II,2637.0
2024-10-01,Sultan Iskandar Muda,3237.0
2024-10-01,Supadio,3.0
2024-10-01,Hasanuddin,1091.0
2024-10-01,Sultan Badaruddin II,0.0
2024-10-01,Sam Ratulangi,4674.0
2024-10-01,Ngurah Rai,554892.0
2024-10-01,Minangkabau,7511.0
2024-10-01,Pintu Udara Lainnya,4224.0
2024-10-01,B. Pintu Laut,218620.0
2024-10-01,Batam,109864.0
2024-10-01,Tanjung Balai Karimun,6770.0
2024-10-01,Tanjung Benoa,5019.0
2024-10-01,Tanjung Mas,0.0
2024-10-01,Pintu Laut Lainnya,76419.0
2024-10-01,C. Pintu Darat,115500.0
2024-10-01,Jayapura,10715.0
2024-10-01,Nanga Badau,742.0
2024-10-01,Tanjung Pinang,4632.0
2024-10-01,Aruk,2376.0
2024-10-01,Pintu Darat Lainnya,85311.0
2024-10-01,Jumlah (A+B+C),1193867.0
2024-10-01,Lainnya,
2024-10-01,Total,1193867.0
2024-10-01,Tanjung Uban,15916.0
2024-10-01,Atambua,13025.0
2024-10-01,Entikong,3331.0
2024-11-01,Ngurah Rai,472714.0
2024-11-01,Soekarno-Hatta,212178.0
2024-11-01,Juanda,20820.0
2024-11-01,B. Pintu Laut,223293.0
2024-11-01,Husein Sastranegara,0.0
2024-11-01,Adi Sucipto,6728.0
2024-11-01,Kualanamu,19145.0
2024-11-01,Ahmad Yani,0.0
2024-11-01,Sultan Syarif Kasim II,2485.0
2024-11-01,Sultan Iskandar Muda,2534.0
2024-11-01,Supadio,0.0
2024-11-01,Hasanuddin,947.0
2024-11-01,Sultan Badaruddin II,0.0
2024-11-01,Bandara Int. Lombok,4947.0
2024-11-01,A. Pintu Udara,756972.0
2024-11-01,Minangkabau,6041.0
2024-11-01,Pintu Udara Lainnya,3901.0
2024-11-01,Sam Ratulangi,4532.0
2024-11-01,Batam,111306.0
2024-11-01,Tanjung Balai Karimun,6911.0
2024-11-01,Tanjung Benoa,186.0
2024-11-01,Tanjung Mas,565.0
2024-11-01,Pintu Laut Lainnya,85004.0
2024-11-01,C. Pintu Darat,111802.0
2024-11-01,Total,1092067.0
2024-11-01,Aruk,2208.0
2024-11-01,Tanjung Pinang,4388.0
2024-11-01,Entikong,2797.0
2024-11-01,Nanga Badau,732.0
2024-11-01,Pintu Darat Lainnya,78517.0
2024-11-01,Jumlah (A+B+C),1092067.0
2024-11-01,Lainnya,
2024-11-01,Tanjung Uban,14933.0
2024-11-01,Jayapura,11188.0
2024-11-01,Atambua,16360.0
2024-12-01,Ngurah Rai,548685.0
2024-12-01,Soekarno-Hatta,207019.0
2024-12-01,Juanda,19265.0
2024-12-01,Kualanamu,21142.0
2024-12-01,Husein Sastranegara,0.0
2024-12-01,Adi Sucipto,7167.0
2024-12-01,Bandara Int. Lombok,6108.0
2024-12-01,Ahmad Yani,0.0
2024-12-01,Sultan Syarif Kasim II,2800.0
2024-12-01,Sultan Iskandar Muda,3598.0
2024-12-01,Supadio,0.0
2024-12-01,Hasanuddin,1085.0
2024-12-01,Pintu Udara Lainnya,4347.0
2024-12-01,Total,1228630.0
2024-12-01,A. Pintu Udara,832865.0
2024-12-01,Minangkabau,7550.0
2024-12-01,Lainnya,0.0
2024-12-01,Sultan Badaruddin II,2.0
2024-12-01,Sam Ratulangi,4097.0
2024-12-01,Tanjung Pinang,5788.0
2024-12-01,Tanjung Balai Karimun,7649.0
2024-12-01,Tanjung Benoa,53.0
2024-12-01,Tanjung Mas,1302.0
2024-12-01,Pintu Laut Lainnya,69742.0
2024-12-01,Jumlah (A+B+C),1228630.0
2024-12-01,Jayapura,14613.0
2024-12-01,Tanjung Uban,22213.0
2024-12-01,Entikong,5017.0
2024-12-01,Aruk,3787.0
2024-12-01,Nanga Badau,1493.0
2024-12-01,Pintu Darat Lainnya,87412.0
2024-12-01,Batam,157945.0
2024-12-01,C. Pintu Darat,131073.0
2024-12-01,B. Pintu Laut,264692.0
2024-12-01,Atambua,18751.0
2025-01-01,Soekarno-Hatta,193433.0
2025-01-01,Juanda,22119.0
2025-01-01,Kualanamu,23011.0
2025-01-01,Husein Sastranegara,0.0
2025-01-01,Adi Sucipto,6717.0
2025-01-01,Bandara Int. Lombok,6295.0
2025-01-01,Sam Ratulangi,3788.0
2025-01-01,Ahmad Yani,0.0
2025-01-01,Sultan Syarif Kasim II,2684.0
2025-01-01,Sultan Iskandar Muda,3811.0
2025-01-01,Supadio,1.0
2025-01-01,Hasanuddin,1203.0
2025-01-01,Sultan Badaruddin II,0.0
2025-01-01,Minangkabau,8490.0
2025-01-01,B. Pintu Laut,232267.0
2025-01-01,Ngurah Rai,526831.0
2025-01-01,Pintu Udara Lainnya,3231.0
2025-01-01,C. Pintu Darat,122131.0
2025-01-01,Batam,123223.0
2025-01-01,Tanjung Pinang,5583.0
2025-01-01,Tanjung Balai Karimun,8038.0
2025-01-01,Tanjung Benoa,976.0
2025-01-01,Tanjung Mas,640.0
2025-01-01,Pintu Laut Lainnya,78016.0
2025-01-01,Jayapura,12617.0
2025-01-01,Tanjung Uban,15791.0
2025-01-01,A. Pintu Udara,801614.0
2025-01-01,Aruk,3870.0
2025-01-01,Nanga Badau,1143.0
2025-01-01,Pintu Darat Lainnya,88926.0
2025-01-01,Jumlah (A+B+C),1156012.0
2025-01-01,Lainnya,0.0
2025-01-01,Total,1156012.0
2025-01-01,Entikong,4130.0
2025-01-01,Atambua,11445.0
2025-02-01,Ngurah Rai,444411.0
2025-02-01,Soekarno-Hatta,199306.0
2025-02-01,Juanda,19205.0
2025-02-01,Kualanamu,22546.0
2025-02-01,Husein Sastranegara,0.0
2025-02-01,Adi Sucipto,6087.0
2025-02-01,Bandara Int. Lombok,4926.0
2025-02-01,Sultan Iskandar Muda,3825.0
2025-02-01,Minangkabau,7810.0
2025-02-01,Sultan Syarif Kasim II,2446.0
2025-02-01,Ahmad Yani,0.0
2025-02-01,Supadio,0.0
2025-02-01,Hasanuddin,979.0
2025-02-01,Sultan Badaruddin II,0.0
2025-02-01,B. Pintu Laut,203450.0
2025-02-01,A. Pintu Udara,718609.0
2025-02-01,Pintu Udara Lainnya,3571.0
2025-02-01,Sam Ratulangi,3497.0
2025-02-01,Batam,103491.0
2025-02-01,Tanjung Pinang,4095.0
2025-02-01,Tanjung Balai Karimun,7099.0
2025-02-01,Tanjung Benoa,2219.0
2025-02-01,Tanjung Mas,0.0
2025-02-01,Pintu Laut Lainnya,76731.0
2025-02-01,C. Pintu Darat,100835.0
2025-02-01,Jayapura,11015.0
2025-02-01,Tanjung Uban,9815.0
2025-02-01,Entikong,3482.0
2025-02-01,Aruk,3482.0
2025-02-01,Pintu Darat Lainnya,71677.0
2025-02-01,Jumlah (A+B+C),1022894.0
2025-02-01,Lainnya,0.0
2025-02-01,Total,1022894.0
2025-02-01,Atambua,10244.0
2025-02-01,Nanga Badau,935.0
2025-03-01,Soekarno-Hatta,146390.0
2025-03-01,Juanda,15647.0
2025-03-01,Kualanamu,16881.0
2025-03-01,Husein Sastranegara,0.0
2025-03-01,Adi Sucipto,3185.0
2025-03-01,Bandara Int. Lombok,5441.0
2025-03-01,A. Pintu Udara,669479.0
2025-03-01,Sultan Iskandar Muda,1512.0
2025-03-01,Minangkabau,3649.0
2025-03-01,Sultan Syarif Kasim II,2612.0
2025-03-01,Ahmad Yani,0.0
2025-03-01,Supadio,0.0
2025-03-01,Hasanuddin,1300.0
2025-03-01,Sam Ratulangi,4403.0
2025-03-01,Ngurah Rai,464697.0
2025-03-01,Pintu Udara Lainnya,3758.0
2025-03-01,Sultan Badaruddin II,4.0
2025-03-01,C. Pintu Darat,108893.0
2025-03-01,B. Pintu Laut,206397.0
2025-03-01,Tanjung Pinang,5218.0
2025-03-01,Tanjung Balai Karimun,5773.0
2025-03-01,Tanjung Benoa,6154.0
2025-03-01,Tanjung Mas,1129.0
2025-03-01,Pintu Laut Lainnya,71092.0
2025-03-01,Jayapura,5943.0
2025-03-01,Nanga Badau,974.0
2025-03-01,Tanjung Uban,17619.0
2025-03-01,Aruk,3338.0
2025-03-01,Batam,99412.0
2025-03-01,Pintu Darat Lainnya,82657.0
2025-03-01,Jumlah (A+B+C),984769.0
2025-03-01,Lainnya,0.0
2025-03-01,Total,984769.0
2025-03-01,Atambua,13058.0
2025-03-01,Entikong,2923.0
2025-04-01,Ngurah Rai,587315.0
2025-04-01,Soekarno-Hatta,186523.0
2025-04-01,Juanda,24800.0
2025-04-01,Kualanamu,19709.0
2025-04-01,Husein Sastranegara,0.0
2025-04-01,Adi Sucipto,7135.0
2025-04-01,Pintu Udara Lainnya,5317.0
2025-04-01,Sultan Iskandar Muda,2184.0
2025-04-01,Minangkabau,6270.0
2025-04-01,Sultan Syarif Kasim II,2793.0
2025-04-01,Ahmad Yani,0.0
2025-04-01,Supadio,0.0
2025-04-01,Hasanuddin,827.0
2025-04-01,Bandara Int. Lombok,7812.0
2025-04-01,A. Pintu Udara,854756.0
2025-04-01,Sam Ratulangi,4070.0
2025-04-01,Sultan Badaruddin II,1.0
2025-04-01,Total,1164539.0
2025-04-01,B. Pintu Laut,200550.0
2025-04-01,Tanjung Pinang,4995.0
2025-04-01,Tanjung Balai Karimun,6137.0
2025-04-01,Tanjung Benoa,3906.0
2025-04-01,Tanjung Mas,535.0
2025-04-01,Pintu Laut Lainnya,70466.0
2025-04-01,C. Pintu Darat,109233.0
2025-04-01,Aruk,2583.0
2025-04-01,Tanjung Uban,15254.0
2025-04-01,Entikong,2719.0
2025-04-01,Nanga Badau,798.0
2025-04-01,Pintu Darat Lainnya,79545.0
2025-04-01,Jumlah (A+B+C),1164539.0
2025-04-01,Lainnya,0.0
2025-04-01,Batam,99257.0
2025-04-01,Jayapura,9296.0
2025-04-01,Atambua,14292.0
2025-05-01,A. Pintu Udara,
2025-05-01,Ngurah Rai,
2025-05-01,Soekarno-Hatta,
2025-05-01,Juanda,
2025-05-01,Husein Sastranegara,
2025-05-01,Adi Sucipto,
2025-05-01,Bandara Int. Lombok,
2025-05-01,Sultan Syarif Kasim II,
2025-05-01,Sam Ratulangi,
2025-05-01,Minangkabau,
2025-05-01,Sultan Iskandar Muda,
2025-05-01,Ahmad Yani,
2025-05-01,Supadio,
2025-05-01,Hasanuddin,
2025-05-01,Pintu Udara Lainnya,
2025-05-01,Kualanamu,
2025-05-01,Sultan Badaruddin II,
2025-05-01,Atambua,
2025-05-01,Total,
2025-05-01,Tanjung Uban,
2025-05-01,Tanjung Pinang,
2025-05-01,Tanjung Balai Karimun,
2025-05-01,Tanjung Benoa,
2025-05-01,Tanjung Mas,
2025-05-01,Pintu Laut Lainnya,
2025-05-01,C. Pintu Darat,
2025-05-01,B. Pintu Laut,
2025-05-01,Entikong,
2025-05-01,Nanga Badau,
2025-05-01,Pintu Darat Lainnya,
2025-05-01,Jumlah (A+B+C),
2025-05-01,Lainnya,
2025-05-01,Batam,
2025-05-01,Jayapura,
2025-05-01,Aruk,
2025-06-01,Ngurah Rai,
2025-06-01,Soekarno-Hatta,
2025-06-01,Juanda,
2025-06-01,Kualanamu,
2025-06-01,Husein Sastranegara,
2025-06-01,Adi Sucipto,
2025-06-01,Pintu Udara Lainnya,
2025-06-01,Sultan Iskandar Muda,
2025-06-01,Minangkabau,
2025-06-01,Sultan Syarif Kasim II,
2025-06-01,Ahmad Yani,
2025-06-01,Supadio,
2025-06-01,Hasanuddin,
2025-06-01,Bandara Int. Lombok,
2025-06-01,A. Pintu Udara,
2025-06-01,Sam Ratulangi,
2025-06-01,Sultan Badaruddin II,
2025-06-01,Total,
2025-06-01,B. Pintu Laut,
2025-06-01,Tanjung Uban,
2025-06-01,Tanjung Pinang,
2025-06-01,Tanjung Balai Karimun,
2025-06-01,Tanjung Benoa,
2025-06-01,Tanjung Mas,
2025-06-01,C. Pintu Darat,
2025-06-01,Batam,
2025-06-01,Pintu Laut Lainnya,
2025-06-01,Entikong,
2025-06-01,Aruk,
2025-06-01,Nanga Badau,
2025-06-01,Pintu Darat Lainnya,
2025-06-01,Jumlah (A+B+C),
2025-06-01,Lainnya,
2025-06-01,Jayapura,
2025-06-01,Atambua,
2025-07-01,Ngurah Rai,
2025-07-01,Soekarno-Hatta,
2025-07-01,Juanda,
2025-07-01,Kualanamu,
2025-07-01,Husein Sastranegara,
2025-07-01,Adi Sucipto,
2025-07-01,Pintu Udara Lainnya,
2025-07-01,Sultan Iskandar Muda,
2025-07-01,Minangkabau,
2025-07-01,Sultan Syarif Kasim II,
2025-07-01,Ahmad Yani,
2025-07-01,Supadio,
2025-07-01,Hasanuddin,
2025-07-01,Bandara Int. Lombok,
2025-07-01,A. Pintu Udara,
2025-07-01,Sam Ratulangi,
2025-07-01,Sultan Badaruddin II,
2025-07-01,Total,
2025-07-01,B. Pintu Laut,
2025-07-01,Tanjung Pinang,
2025-07-01,Tanjung Balai Karimun,
2025-07-01,Tanjung Benoa,
2025-07-01,Tanjung Mas,
2025-07-01,Pintu Laut Lainnya,
2025-07-01,C. Pintu Darat,
2025-07-01,Aruk,
2025-07-01,Tanjung Uban,
2025-07-01,Entikong,
2025-07-01,Nanga Badau,
2025-07-01,Pintu Darat Lainnya,
2025-07-01,Jumlah (A+B+C),
2025-07-01,Lainnya,
2025-07-01,Batam,
2025-07-01,Jayapura,
2025-07-01,Atambua,
2025-08-01,A. Pintu Udara,
2025-08-01,Ngurah Rai,
2025-08-01,Soekarno-Hatta,
2025-08-01,Juanda,
2025-08-01,Husein Sastranegara,
2025-08-01,Adi Sucipto,
2025-08-01,Kualanamu,
2025-08-01,Sultan Iskandar Muda,
2025-08-01,Minangkabau,
2025-08-01,Sultan Syarif Kasim II,
2025-08-01,Ahmad Yani,
2025-08-01,Supadio,
2025-08-01,Hasanuddin,
2025-08-01,Bandara Int. Lombok,
2025-08-01,Pintu Udara Lainnya,
2025-08-01,Sam Ratulangi,
2025-08-01,Sultan Badaruddin II,
2025-08-01,B. Pintu Laut,
2025-08-01,Total,
2025-08-01,Tanjung Pinang,
2025-08-01,Tanjung Balai Karimun,
2025-08-01,Tanjung Benoa,
2025-08-01,Tanjung Mas,
2025-08-01,Pintu Laut Lainnya,
2025-08-01,C. Pintu Darat,
2025-08-01,Aruk,
2025-08-01,Tanjung Uban,
2025-08-01,Entikong,
2025-08-01,Nanga Badau,
2025-08-01,Pintu Darat Lainnya,
2025-08-01,Jumlah (A+B+C),
2025-08-01,Lainnya,
2025-08-01,Batam,
2025-08-01,Jayapura,
2025-08-01,Atambua,
2025-09-01,Ngurah Rai,
2025-09-01,Soekarno-Hatta,
2025-09-01,Juanda,
2025-09-01,Kualanamu,
2025-09-01,Husein Sastranegara,
2025-09-01,Adi Sucipto,
2025-09-01,Bandara Int. Lombok,
2025-09-01,Sultan Syarif Kasim II,
2025-09-01,Sam Ratulangi,
2025-09-01,Minangkabau,
2025-09-01,Sultan Iskandar Muda,
2025-09-01,Ahmad Yani,
2025-09-01,Supadio,
2025-09-01,Hasanuddin,
2025-09-01,A. Pintu Udara,
2025-09-01,Pintu Udara Lainnya,
2025-09-01,Sultan Badaruddin II,
2025-09-01,Atambua,
2025-09-01,B. Pintu Laut,
2025-09-01,Pintu Laut Lainnya,
2025-09-01,Tanjung Uban,
2025-09-01,Tanjung Pinang,
2025-09-01,Tanjung Balai Karimun,
2025-09-01,Tanjung Benoa,
2025-09-01,Tanjung Mas,
2025-09-01,C. Pintu Darat,
2025-09-01,Jayapura,
2025-09-01,Entikong,
2025-09-01,Aruk,
2025-09-01,Nanga Badau,
2025-09-01,Pintu Darat Lainnya,
2025-09-01,Jumlah (A+B+C),
2025-09-01,Lainnya,
2025-09-01,Total,
2025-09-01,Batam,
2025-10-01,Soekarno-Hatta,
2025-10-01,Juanda,
2025-10-01,Kualanamu,
2025-10-01,Husein Sastranegara,
2025-10-01,Adi Sucipto,
2025-10-01,Bandara Int. Lombok,
2025-10-01,A. Pintu Udara,
2025-10-01,Ahmad Yani,
2025-10-01,Sultan Syarif Kasim II,
2025-10-01,Sultan Iskandar Muda,
2025-10-01,Supadio,
2025-10-01,Hasanuddin,
2025-10-01,Sultan Badaruddin II,
2025-10-01,Sam Ratulangi,
2025-10-01,Ngurah Rai,
2025-10-01,Minangkabau,
2025-10-01,Pintu Udara Lainnya,
2025-10-01,B. Pintu Laut,
2025-10-01,Batam,
2025-10-01,Tanjung Balai Karimun,
2025-10-01,Tanjung Benoa,
2025-10-01,Tanjung Mas,
2025-10-01,Pintu Laut Lainnya,
2025-10-01,C. Pintu Darat,
2025-10-01,Jayapura,
2025-10-01,Nanga Badau,
2025-10-01,Tanjung Pinang,
2025-10-01,Aruk,
2025-10-01,Pintu Darat Lainnya,
2025-10-01,Jumlah (A+B+C),
2025-10-01,Lainnya,
2025-10-01,Total,
2025-10-01,Tanjung Uban,
2025-10-01,Atambua,
2025-10-01,Entikong,
2025-11-01,Ngurah Rai,
2025-11-01,Soekarno-Hatta,
2025-11-01,Juanda,
2025-11-01,B. Pintu Laut,
2025-11-01,Husein Sastranegara,
2025-11-01,Adi Sucipto,
2025-11-01,Bandara Int. Lombok,
2025-11-01,Sultan Iskandar Muda,
2025-11-01,Minangkabau,
2025-11-01,Sultan Syarif Kasim II,
2025-11-01,Ahmad Yani,
2025-11-01,Supadio,
2025-11-01,Hasanuddin,
2025-11-01,Sultan Badaruddin II,
2025-11-01,A. Pintu Udara,
2025-11-01,Kualanamu,
2025-11-01,Pintu Udara Lainnya,
2025-11-01,Atambua,
2025-11-01,Batam,
2025-11-01,Tanjung Pinang,
2025-11-01,Tanjung Balai Karimun,
